Comment
"I love and support Al-Hilal Saudi Club, Real Madrid of Spain, and Manchester City of England. They are the best clubs in the world and I prefer them over everyone else. I am from the Kingdom of Saudi Arabia 🇸🇦"
"Merry Christmas Cristiano and Georgina , ou up’s are wonderful people !!!! And get ready next season 1000 goals ️🇵🇹"
Cristiano is someone to be inspired by for so many reasons. Watching this makes me want to be as good of a father as he seems to be one day 
"Que maravilla que por este canal podamos disfrutar de verte Cris, tienen una hermosa familia, que Dios los siga colmando de bendiciones "
More Christmas  More GOALS TO COME ️️️
I get motivated by watching your videos in my worst times. I wish you happiness with your family
"Ronaldo, his wife and children laughed and life returns to me makes me smile with all my heart"
"Que bien,Laponia.Felices Fiestas para ti Cristiano y todos sus seres queridos."
What a family person CR7 is. He conquered the world and still maintains the family life! Merry Christmas everyone!️
"Mesmo não sendo português, aprendi alguma coisa ao ver o futebol português em 1999-2000 com a participação da Lenda do Futebol Mundial, Cristiano Ronaldo!! Feliz Natal para si!"
Unbelievable! Completely out of this world. This guy deserves all the respect and honor. I have never seen anyone who commits and devotes so much to football than him. Massive respect to Cristiano Ronaldo  🇵🇹🇵🇹
So much love from CR’s family. This is so special and blessed to have his wife making well wishes & prayers for the people. 
Children eyes they never lie.. I'm very happy because i see that you're really happy..
"Feliz navidad cristiano, y un nuevo año para ser un gran futbolista"
"What an amazing father you are for your Children for your family. Your wife is lucky, your children are the luckiest children in the world to have you ! You work so hard and all I can se is a father with love and protectable father! I wish you long life so you always can take care of them like this ! I see the love for your family in your eyes !"
Feliz Navidad al mejor jugador del Mundo   y a su linda y hermosa familia .Gracias Cristiano por darnos la oportunidad de ver y disfrutar tu hermosos momentos con tu familia .
Hermososssss Hermosa Familia os amo FELICES  E INITAS  BENDICIONES
And Georgina Muchas Gracias Big Respect One Love ♡
"Bro is such a good guy showing what he does on christmas day with his kids
damn 153 likes thats my highest"
"Cr7. Y tu maravillosa familia. Te lo mereces esto y mucho más. Por lo grande que eres. Y humildad. Y lo que as dado para el fútbol. Por muchos años serás el mejor del mundo. Te vi jugar en Madrid. Soy incha del Madrid y aquí solo llegan los mejores
Como tu. Un gran saludo y feliz navidad."
"Merry Christmas  My Commander, Cristiano, I hope you have the best time possible with your entire family and that you have an excellent and prosperous new year and that God gives you the opportunity to see you a few more years happy "
"what a beautiful family Ronaldo, Merry Christmas and Happy New Year my friend!!!!!!!"
"The ability to understand the worth, quality, or importance of love affection such a great father"
"I love you because to be where you are today, you had to work hard every day, every hour to assert yourself, Merry Christmas, Happy New Year to your family."
"С Рождеством Вас!
Добра,Любви и Мира!"
Merry christmas for this sweet man ️
"Te amamos Cris 🥹, que 2025 seja repleto de vitórias, tanto dentro de campo quanto fora, que Deus abençoe e proteja sua família. Happy Christimas! ️️"
FELIZ NAVIDAD RONALDO QUE LA PASES BIEN CON TU FAMILIA COMANDANTE TE LO MERECES POR LOS GRANDIOSOS GOLES QUE NOS DAS EN LOS PARTIDOS ️
"Que bueno pasar Navida como Uds, pero les deseo que sigan juntos hacen bonita familia 
Feliz ano Nuevo, desde Brownsville tx3038 East 19 , un gran fan"
I love you my man. I'm glad I have you.
"Gracias bicho, también feliz navidad y prosperidad el próximo año
Te amo bicho"
"Nossa que legal, espero também quando eu crescer cuidar da minha saúde e ter uma família como a sua."
"Para os miúdos, deve ter sido fantástica a Lapónia, com o Pai Natal ao vivo, inesquecível.  BOM ANO para toda a família! Tudo de BOM! Bjs"
I love you so much Ronald I am from Egypt
Much love CR7 you are inspiration to millions around the world what you do your mindset your consistency its truly amazing man.I'm 21 and i have only 10 classes finished dropped out because i want to be something bigger in life not just school still thinking what to do what are my goals in my life.
"Me alegra mucho tener la oportunidad de poder conocer un poco más de la vida de Cristiano, y darme cuenta de que el es mucho mejor padre y ser humano de lo que me podría llegar a imaginar, gracias por ser una fuente de inspiración para muchos en el mundo, espero que todos tengan una linda navidad y que Cristiano nos pueda acompañar por mucho tiempo más."
hola familia hermosa bendiciones para ustedes también hoy me supcrivi porque este es su canal real de ustedes son una hermosa familia les envío un abrazo virtual ya que no se los puedo dar personalmente reciban muchas bendiciones desde Chile puerto varas 🇨🇱🇨🇱🇨🇱 feliz navidad
feliz navidad cristiano espero que la pases bien con tu familia
"just man who provide, love and protect his Family. ronaldo the real example how to be a REAL MAN"
Que bueno ver a una familia realmente feliz 
"Felices Fiestas, a ti también  Cristiano, esperando volver a vernos en el 2,025. Dios derrame bendiciones sobre ti y todo tu  familia. Siiiiiuuuu"
"You're an amazing father,husband ,and player ️"
"Cristiano Ronaldo is the embodiment of excellence in football. His relentless dedication, impeccable technical skills, and winning mentality have elevated him to legendary status. He is not just a phenomenal athlete but also a global inspiration, showing that hard work, discipline, and passion can turn dreams into reality. His career is a shining example of resilience, leadership, and consistency, both on and off the field. A true icon of the sport! "
0:14 remind me of Ronaldo and kaka saying Merry Christmas 
How can you hate this guy?The best player of all time.The GOAT
Holaaa eres el mejor YouTube y el mejor jugador de fútbol
9:27 Best couple in the world ️️️️️️
"Família adorável! 
Boas Festas!
Lovely Family!
Happy Holidays!"
Georgina is such a good mother the way she takes care of Ronaldo jnr.. Merry Christmas to your beautiful family. You must marry her she's a beautiful soul
"Those who celebrate Christmas mean that they believe that God has a son, and this is wrong because God owns whatever is in the heavens and the earth. Thank you."
Thank you Jesus for this special day with you
"The goat is a happy year, the best player in history I love you  siuuuuu"
Feliz Navidad Cristiano y para su hermosa familia felicidades mucha bendiciones ️🇦🇷
I LOVE ️   ️
Maravilhoso ouvir e ver suas experiências na Finlândia. Calorosa recepção novamente🇫🇮
"Billion of blessing,, millions of love ,,,️ thousand of pray and wishes to you and your all family,friends,, 
 Heartly I wish you  merry Christmas   god bless you and your all family friends and fans ,,,
 "
"merry christmas to you and your family, hope next year come with peace and wonderful days."
Uzbekistandan kuzatyapman ciristiano yangi yil bilan
"Es increible poder ver esto.
CR7 nos ha regalado la posibilidad de ver estas intimidades a través de YouTube!
Un genio.
Eres grande Cristiano Ronaldo.
El mejor siempre 
Siiiiuuuuuüuuuuuuii"
"Every morning when I wake up, my son will always cry to be dressed in a shirt with your name on it. Because of you, I love football. You are an inspiration to the whole world. ️"
Gracias por todo Criss no creo que vea este comentario pero gracias por tantos buenos momentos que nos brindaste y por ser un ejemplo para el mundo sin duda una persona admirable y feliz navidad para la persona que lea este comentario
Wow such a beautiful video 
"CR nació para ser papá. Qué bonito es ver que existen hombres que cuidan, consienten y quieren tanto a su familia; igualmente, qué lindo ver que hay mujeres que son tan hogareñas y cuidan y quieren a sus hijos sin descuidar a su esposo. Gio y CR dejan la vara muy alta. Son un gran ejemplo a seguir. ¡Felices fiestas!"
Los queremos muchísimo!!!!! Feliz navidad y muchas bendiciones para el próximo año 2025 
"FELIZ NATAL PARA VOCÊS CRISTIANO E FAMÍLIA, FELIZ ANO NOVO TAMBÉM, ESTAMOS JUNTOS!!!"
Eres el goat
"One good thing CR7 Chanel give his fans is that, they all have to watch him again after the retires from the Game "
I love thus family! I hope this year Gio uses her influence more to get awareness on child abuse and women abuse! God bless you!!! Peace to the world!  
Una experiencia increíble felicidades a el mejor jugador de la historia y a toda su hermosa familia saludos desde Venezuela Cris CR7 GOAT
Eres el goob Ronaldo y son muy ricos podrían visitar República Dominicana y ir a Haina soy tu fan número 1ponme corazón porfa
"Your videos are always so creative, never stop!"
"Bienvenidos a nuestra tierra finlandesa 🇫🇮🇫🇮, Feliz Navidad  y qué lo pasen súper bien y que lo disfruten ️🇫🇮!!!"
Best dad and footballer in the world i have ever seen .
كل عام وانته بالف خير 
I live in Syria and  I hope u guys with a merry Christmas  
"To come from barely having money to eat to providing the best Christmas for your family especially the kids, is a achievement beyond and awards  well done Cristiano "
"La mejor decisión de Cristiano Ronaldo fue el querer compartir su día a día con nosotros, te amamos bicho  y feliz navidaddddd "
wooaa too good  funny  with fmly super heroes
WESOŁYCH ŚWIĄT DLA CAŁEJ RODZINY Jesteś wspaniałym tatą i masz wspaniałą rodzinę rodzinę
Happy New Year to you all. Very nice.
"Hated by Millions 
Loved by Billions 

The GOAT Cristiano Ronaldo "
"Merry cristmas Ronaldo,you the best"
"No Drinking 
No Smoking 
No Killing 
This man is Goat "
"Que lindo gesto Cristiano,  haber compartido con todas las personas que te seguimos en tu Canal, ese video lleno de tanto amor y felicidad en estas fiestas navideñas con tus hijos y esposa. Que Dios los llene de mucha bendiciones, salud y prosperidad!  Que el Nuevo Año les traiga todo lo que deseen y sus propósitos sean cumplidos,  Merry Christmas and Happy New Year!!!!! "
"Feliz Natal, CR7 e família! Que o Menino Jesus abençoe vocês sempre, muita luz e harmonia, para essa família linda e todos os seguidores."
"Merry christmas
you are the goat"
Muchas gracias. Tienen una familia tan bonita. Felices vacaciones 
"FELIZ NAVIDAD CRISTIANO, ESPERO PODER ALGÚN DÍA CONOCERTE  PIPIPIPI"
Feliz Navidad CRISTIANO y que DIOS siga bendiciendo a tu familia y que DIOS nos de muchos años más disfrutando de tu futbol 
Happy christmas  suuuuuuuuuuuuuuuuuuuuuuu
"Great Christmas family time from great person CR7 Suuuuuuuu
Merry Christmas, y'all  "
"Hermososssss, hermosa familia os amo FELICES FIESTAS E INFINITAS BENDICIONES️️️️️"
Muchas Gracias Cris!  Thank you!  To the MOON!!!   CR7 on Base 
"We want Cristiano, Messi, and Neymar on the same team in the final season of their careers."
"O filho dele já está no tamanho dele Man, vejo o futuras emoções nos enchendo de orgulho "
"Merry Christmas to Cristiano, his family and to everyone in the world !!! "
Cristiano Ronaldo had changed a lot since he build a family with geo . Lovely family God bless you 
Mary Christmas  very lovely video
Finland is so beautiful! Most beaufitul country on the world during the winter! 🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮🇫🇮
 Most beautiful Family Ever
"Merry Christmas and happy holidays Christian, have a great time"
Lovely video so fun to watch
Feliz navidad para toda su familia gracias por inspirar a el mundo entero mucha bendiciones
"Thank you for trying hard in every game and making us enjoy football more, you deserve it and the commander is the best. 1000 Goals soon "
No imagino una mejor forma de disfrutar el dinero que uno gana. Ojalá poder hacer algo así cuando toque. Felices fiestas a todos!
Feliz ano novo aqui do Brasil 
The most lovely part of the year is spend time with family in holidays 
This man is a great example of a human being who takes care of himself and his family. Love respect 
" Hopefully I will see you play in Iran, my country, soon."
". No drinking
. No smoking
. No killing
This man is goat"
"Hi Ronaldo, I'm Nicolas from Italy and I'm 11 years old. You are my Idol, I'm always ispired by you and thanks to tour mentality and humilty. I love you. 
You are the best
SIUUUUUU"
Cristiano solo quiero decirte como más que un fanatico como si fuera un amigo tuyo que felicidades feliz navidad tienes una familia hermosa disfrútalos más que nada porque es lo más que amamos en este mundo y todo los sacrificios que hacemos lo hacemos por ellos porque yo también tengo la mía y hago lo mismo Dios los bendiga y que disfruten feliz navidad 
VAMOS CR7 FELIZ NAVIDAD MERRY CHiMASS SIUUUUUU 
"Ronaldo, inspiras a todas las generaciones. Dios te cuide como ejemplo en este planeta tan falto de valores. "
Happy Holidays to you as well. I really appreciate how he is spending quality time with his family. The Real G.O.A.T.
Вы прекрасные родители! Это Рождество ваши дети запомнят на всю жизнь! Пусть хранит Бог вашу прекрасную семью от всего плохого и негативного от злы и завистливых людей! Вы лучшие! Здоровья счастья любви благополучия и удачи Вам в Новом Году!!!
2k  Ronaldo Ek Hai Ya Subah
Por esto y mucho mas eres el idolo de tantas personas 
"Welcome to Finland again any time Cristiano!  P.S. Come in summer next time, it is wonderful, nightless days! (Juhannus, Midsummer festival, end of June) ! "
Hermosa familia! Que grande eres Chris. Mucha salud para tus ninos y esposa. Los apoyamos siempre. Gracias.
parabens por um gol de bicicleta. esse foi o melhor gol que eu já vi na minha vida
"You are the best in the Cristiano world, You are an inspiration, motivation, excellent father and partner, blessings to you and your entire family I LOVE YOU SO MUCH CRIS ️"
Ronaldo laterally listened to of the advices that Jimmy gave. This is the amount of concentration and dedication he has for everything 
My ancestors actually started that village called Rovaneimi that’s why my last name is Rova! Very fun that you’re visiting my home hope you had a great Christmas 
You is the best player in the world
Hermosa familia los hijos son preciosos ....Dios los bendiga   que el amor los siga  conservando  felices.
0:10 Merry Christmas CR7 Family ️
Enjoy your vacation in our beautiful country. 🇫🇮  Feliz Natal!
Imagine you walk in Lapland and randomly you see Ronaldo’s family playing in the snow
"Welcome to our beautiful country Finland. I hope your family have got lovely time here and you enjoyed of your stay. Your children are so cute and well behaving I can see they are raised well with love and care. 

I once travelled to Madeira, Portugal Cristiano's home town Funchal. I absolutely loved that place and it's people and the gorgeous nature Madeira has. People were so nice, modest and humble and respectful (and very good looking). They somehow reminded me about us finns which don't like to make a big number about ourselves. They were so proud of their own boy Cristiano they mentioned him everywhere. He is like their national pride very much loved and respected. I can totally see why."
"Merry Christmas, king of hearts"
Merry Christmas ️  Jesus loves you 
Feliz Navidad Cristiano!
Feliz navidad también para ti cristiano que te la pases bien con tu familia y bendiciones siiuuu️
"Gracias por sus buenos deseos y que así sea para toda la humanidad,,PAZ, SALUD , ABUNDANCIA Y AMOR A MANOS LLENAS "
Hyvää Joulua🇫🇮🇵🇹Feliz Natal
Ronaldo would never have quit football. 
Every year you are the best game in the world. I wish you success and good luck.
"The G.OA.T 🇵🇹️
استمر يا اسطورة متابعك من العراق 🇮🇶 "
00:37 Rich laugh  
Ronaldo estou te esperando na Turquia️
"Merry Christmas CR7! I'm from brazil and i'm a big fan of yours, my dream was to meet you in person, and Brazil has enormous affection for you. You are a legend on and off the field, you are an example for all of us, and you are my biggest inspiration. You taught me how to love football, and motivating everyone to train, strive, dedicate, be the best, etc. And for that, I and all your fans love you so much, and you will always be the best in everything. I love you CR7!!! "
Cris só muito seu fã acompanho todos seus vídeos
"I'm a girl, but thanks to you, I love football, watched your games, and now I'm going to soccer practice"
Thank you for making us love football with Messi 
"счастья, здоровья тебе и твой семье Сristiano Ronaldo!!!
Всего хорошего ВАМ!!!"
"THE GREATEST THERE IS
THE GREATEST THERE WAS
THE GREATEST THERE EVER WILL BE. 🇵🇹"
Wellcome to Finland Enjoy your Holidays 🇫🇮️
1.000 goals soonnnn!suiiiiiiii
"Cristiano has supported you since your beginnings, you are a young man with spectacular talent, it is you and your fans against FIFA while Messi gives you gifts, you continue to win trophies and games with a lot of effort."
Piękne Cristrano jest wzorem dla wszystkich facetów.Brawo bracie
"Siete una famiglia fantastica. Felice Natale,felice anno nuovo. Vi auguro tanta salute, felicità e serenità."
"Please invite Leomessi to collaborate on a podcast show, you fans really want that. Even since you were little you dreamed that one day you would play in the same club.Please invite Leo Messi to be a guest star on the podcast show"
"Muuchas GRACIAS pir tsn hermoso saludo, mil bendiciones!!"
"Hello Ronaldo, I have never celebrated Christmas before and I don't know what it feels like because I am in Iran. To be honest, seeing all this intimacy between you and your family and others, I wished for a moment that the people of my country were like this. I congratulate you all on your Christmas, dear Stora and your family, and I hope you see this message from your fan Arsalan, 13 years old from Iran. Merry Christmas to everyone."
"Feliz Navidad, hermosa familia y Paz en los hogares y en el mundo entero, son mis mejores deseos. Una colombiana desde Londres "
Wow my favorite footballer
Feliz navidad Cristiano y familia. Eres el mejor deportista y futbolista del mundo! Saludos desde Lima Perú
"Merry Chrismas my G.O.A.T🇵🇹
From 🇧🇦 Bosnia"
"Amo esta mujer! Siempre sencilla y maternal.
.Amo.esta familia."
THE GOAT  
"Have a good Christmas bug, you are the best player in the world and may your records continue as always and may your whole family enjoy their Christmas, have a nice one siuuuu"
"La cabra ha vuelto y feliz Navidad. Eres mi ídolo. Si recibiste este mensaje, debería conocerte algún día."
Que lindos e llorado al ver tanto amor de ambos  hacia los niños mis lágrimas fueron de felicidad les deseo lo mejor  para el 2025 son una familia hermosa. Los admiro y quiero 
You are my favorite football player
Your videos are always so well-made and inspiring! Thanks for sharing such amazing content—can't wait for the next one!
bendiciones cristiano Que el espíritu navideño llene cada rincón de tu hogar
"Mil bendiciones para ustedes también, cuidense mucho, feliz navidad "
I have been ur fan since I was young many people was surprised as a girl that im a pro footballer ur my inspo
Feliz Navidad !! Cristiano admiro tu esfuerzo y trabajo para ser el mejor CR7 siempre y sobretodo admiro tu coraje y valor de decir la verdad siempre con en la gala tus palabras a Vini Jr
This man is a goat because he always seeks the well-being of himself or someone else.
Me encanta la familia de Cristiano......lo sigo desde sudamérica.....
Sou um grande fã de ti.
FELIZ NAVIDAD LOS AMO Y LES DESEO SIEMPRE LO MEJOR!  CON AMOR DESDE ARGENTINA  S&V
"Siempre te admire como persona , deportista,  y padre ....tienes una familia maravillosa"
Merry Christmas Ronaldo Family   
"{واذكر ربك اذا نسيت}
- سبحان الله
- ⁠الحمد لله 
- ⁠الله أكبر 
- ⁠استغفر الله
- ⁠لا إله إلا الله
- ⁠لاحول ولا قوة الا بالله 
- ⁠سبحان الله وبحمده
- ⁠سبحان الله العظيم

لا إله إلا الله وحده لا شريك له له الملك وله الحمد وهو على كل شيء قدير

﴿إِنَّ اللَّهَ وَمَلَائِكَتَهُ يُصَلُّونَ عَلَى النَّبِيِّ يَا أَيُّهَا الَّذِينَ آَمَنُوا صَلُّوا عَلَيْهِ وَسَلِّمُوا تَسْلِيمًا﴾"
"She effortlessly embodies both beauty and humility, a true inspiration"
"No Drinking 
No Smoking 
No Attitude 
No Racism 

This man is the definition GOAT  "
Happy New Year to the GOAT of Football  
ADEMAS DE EXCELENTE JUGADOR ES UN EXCELENTE PADREFELIZ NAVIDAD PARA EL GOAT
Feliz Natal e ano novo GOAT 
Tenham um Natal muito Feliz com a família ️️️️️️
"The best video of a family on YouTube ever.
Best player, best husband, best father, best HUMAN on earth 
The Cristiano Ronaldo "
Feliz navidad y bendiciones señor CR7 el mejor delantero de la historia 
"the best player in the history of football

￼

￼"
Te mereces todo lo bueno que te pase Ronaldo
I love you Ronaldo  and wish your kids  a merry Christmas  uae 🇦🇪
"Merry Christmas  Cr7 
Joe from Nigeria"
Best video in the world 
"Maravillosos! Dios y la Sagrada Familia los siguen bendiciendo y ustedes hacen honor a esa bendición compartiendo la paz, el amor y la esperanza. Ver crecer a sus hijos en todas sus enseñanzas es el mejor regalo de vida y de Navidad. Un abrazo inmenso e invisible. GD VILLA."
Iam in Indiaand wish merry Christmas to all ️
""" A heartfelt Christmas message from the GOAT himself! ️ Thank you, Cristiano, for spreading love, positivity, and hope to the world . You’re not just a football legend, but an inspiration to millions . Wishing you and your family a joyful and blessed Christmas . Keep shining, CR7! 
LOVE YOU SO MUCH  CR7 "
I cried yesterday because I really want to hug you so badly I am still crying pls I want to meet you when are you next coming to England pls come soon 
"He isn't only a footballer,he is a good father,he is a helpful,kind man.With a word he is WONDERFUL!"
Feliz Navidad mi queridísimo CR7 que Dios te bendiga siempre junto a todos tus seres queridos y mil bendiciones a toda tu hermosa familia besos y abrazos 🇻🇪
"You are the best Man in the world who does hard work every day and takes care of the lovely family 
Love you from 🇺🇸"
"thts good.. enjoy your life.. Stop jealously to wht Messi Achievement..
just enjoy your life"
"Que familia tan bonita , muchas bendiciones️"
Feliz navidad Cristiano te la mereces por tanto que nos has dado y continúas dándonos bendiciones eres una super persona 
"¡Feliz Navidad ! hermoso video,hermosa familia & vaya que experiencia 🩷 desde Chile 🇨🇱 Bendiciones "
I love you ronaldo you are the  goat and nice video
Happy new year 
"FELIZ NATAL AMO ESSA FAMÍLIA, ESPERO QUE TODOS SEMPRE SIGAM O MELHOR E MAIS CERTO CAMINHO"
"Bendiciones para ti Cristiano, junto a tu bella familia, gracias por compartir tus momentos felices con los que te queremos. Dios les bendiga hoy y siempre son nuestros deseos desde El Salvador. Esperamos verles siempre juntos y felices "
El mejor futbolista de la historia 
ربي يحفظك لنا ويسعدك يا كريس  انت وعائلتك  وجيو  من  محبتك ومعجبتك شوشو من 🇾🇪🇾🇪🇾🇪
I live in finland so i am really happy that you visited finland
"Какая прекрасная и добрая атмосфера в семье!
Дети такие воспитанные и верят в чудо! Просто гордиться можно! И это при том, что у них разный возраст
С праздниками!  ️"
"Hopefully you  will win the World Cup 

I am  your fan"
"May the Christmas Season bring only happiness and joy to you and your family. 
 From Saudi Arabia"
"Hola cris feliz año  espero que  algún día  veas  este mensaje  te quiero mucho  feliz  año nuevo para  gio,cris Jr,alana,Eva,mateo,y bella  a y para tu mami también "
Love you Cristiano 
Lovely videos all
إهتمامك بصلاتك يصنع فارقاً عظيماً في نجاحك بالحياة ونجاتك بالآخرة
Llevo toda mi vida siguiéndote como tu mejor fan de verdad soy tu fan número 1
"This is beautiful. I am smiling throughout the video, and when I see Ronaldo smiling, I smile too. I love you, Ronaldo, and I love your beautiful family. Also, you are a great man in everything, in sports, and also in your love and care for your family. I wish you happiness.  Merry Christmas . 🥹🩷"
Lo que admiro de Cr7 es que da todo por su familia.
"Every time you post, it’s amazing. Keep it up!"
The Goat!!! incredible all he has been able to provide for his kids
Cristiano is having an effective Christmas
"""Dear Cristiano Ronaldo,
I’ve been a huge fan since your Real Madrid days, and you’ve always inspired me. In my area, we don’t have good football clubs, which makes it hard to pursue my dream. If you could recommend me to a good club, it would mean the world to me. Thank you for inspiring us all!"""
Muchas felicidades Pa ti y tu hermosa  familia muchas bendiciones salud y muchos éxitos desde cuba
"Feliz Natal Cr7 espero que vocês tenham se divertido bastante na Finlândia. Que Deus abençoe você e sua família. Um abraço grande daqui do brasil, aqui todos nós te amamos 🇧🇷🇧🇷🇧🇷"
Hit 200k today. Thank you for all the knowledge and nuggets you had thrown my way over the last months.started with 14k in last month 2024!..
منور ابو الشباب 🇵🇸
Seeing Cristiano happy makes me happy too
Feliz Navidad CR7 the goat  te queremos muchísimo!. No ganaste la copa mundial pero ganaste nuestros corazones  Cuídense  Abrazos  
"هو انا الوحيده العربيه هونCristiano, we all Arabs love you 
From Jordan🇯🇴🇯🇴"
Merry christmas cristiano. From shawn warren
You deserve this more than anybody else Cris for all the affords you have made brother. Glad to see you can provide to your family like that! hope one day I will as well :)
"Parabéns CR7! Aproveita este breve instante...uma pessoa pura como tu, em pouco tempo, se tornará dimenticada e acolhedora como um ovo. Espero que estejas pronto! Cose  os salários e a fama não são suficientes para pessoas inteligentes e respeitosas como você, preste atenção e não mude nunca mais "
"Здравствуйте, Криштиану Роналду. Меня зовут Иса, мне 6 лет,  я вас поздравляю с новым годом. Дай Бог вам здоровья, счастья в личной жизни, вы самый лучший футболист в мире. Я вас люблю, уважаю и хочу стать таким же добрым человеком как вы!"
Cristiano I am from Yemen my name is Moaz Ali and one of your biggest fans
"Merry Christmas  GOAT  
Jesus's  loves you 🇮🇳"
Merry Christmas goats
El primer video que veo de ellos y me encantó  su humildad  God bless you
Rnaldo the goat   merry Christmas
I wish one day if u come ethiopia 🇪🇹  know the culture and how we celebrate..I wish ..anyway I am ur fan u are good player ...happy christmas
Wishing you all the blessings of Christmas and the love of those who matter most.🫶
"️No Drinking 
️No smoking 
:No Attitude 
:No Racism 

This manis the definition GOAT"
You are  the best soccer player i never met you suuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
اللهم انصر اهلنا واخواننا في فلسطين يارب العالمين 
"Please pray for me this Christmas. I’m trying to balance everything on my own, but Lord JESUS I need your help because I’m failing miserably providing for my sons as a single mother. Both my boys are special needs. I’m so overwhelmed trying to support them. I’m constantly struggling to make ends meet, to pay my bills, and to put food on the table. I’m ashamed and I’m mocked because of my situation. Jesus guide me and give me strength."
Feliz navidad cris
Ronaldo i love you i am at mekkah doing umrah so i will pray for you for your 1 place in 2026 world cup
THE GOAT  Feliz Navidad Ronaldo que la pases Muy bien con tu familia
WOW! Cristiano's humility is the best 
"Cristiano ,I wish you to win the Saudí Arabia League,you are strong .Siuuuuu"
"Oh my God, when will there be a good person who wants to share his good fortune with me, it's no longer there, both parents are having a hard time working, because I used to like helping my father with sales, but now he's gone, it hurts, I can't help but remember."
Amazing they are all enjoying the christmas season
Feliz Navidad  0:59
FELIZ NAVIDAD CRIS CR7 Y A TU FAMILIA BICHOLOVER HASTA LA MUERTE SIUUUU
Cute family is perfect
Bro you are the guy! Thanks for visiting here in Finland and showing everybody the winter wonderland️️
Who is from india india🇮🇳 9:02
I'm from Finland myself and I've been to Lapland many times myself and the northern lights there are really great at night.
Crs amo seus vídeos e feliz ano novo 
"Hermoso, aquí vemos al bicho feliz y si el bicho es feliz yo también "
The greatest footballer of all time. Also the greatest family man of all time 
"Счастливого Рождества и удачного Нового года!!! Прекрасный Роналдо, великолепный человек и мировой футболист!!!! С наилучшими пожеланиями и любовью из России ️‍️‍️‍"
"Ronaldo, you’re the best YouTuber"
Chris sounds just like Santa when he Laughs 
"Merry Christmas, Ronaldo. You are a legend. 1000 goals is your wish come true  ️️🇵🇹"
Love your videos siuuuuu i play football because of you Ronaldo u encouraged me soso so much to play i am your biggest biggest fan and my wish is to meet Ronaldo one day i will meet u Ronaldo u are incredible and now i am 10 years old i love u Ronaldo  siuuuuuuuuuu 
